image_path,true_label,status_code,predicted_label,response_json
data\processed\PetImages_224_split\test\Cat\10915.jpg,Cat,200,"{'probabilities': [0.975632905960083, 0.024367066100239754], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.975632905960083, 0.024367066100239754], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Cat\10933.jpg,Cat,200,"{'probabilities': [0.9975827932357788, 0.0024172384291887283], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.9975827932357788, 0.0024172384291887283], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Cat\10941.jpg,Cat,200,"{'probabilities': [0.9804907441139221, 0.019509272649884224], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.9804907441139221, 0.019509272649884224], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Cat\10944.jpg,Cat,200,"{'probabilities': [0.8005232810974121, 0.19947676360607147], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.8005232810974121, 0.19947676360607147], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Cat\10960.jpg,Cat,200,"{'probabilities': [0.9733996391296387, 0.026600390672683716], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.9733996391296387, 0.026600390672683716], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\0.jpg,Dog,200,"{'probabilities': [0.005587819032371044, 0.9944122433662415], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.005587819032371044, 0.9944122433662415], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10005.jpg,Dog,200,"{'probabilities': [0.0012615722371265292, 0.9987384676933289], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0012615722371265292, 0.9987384676933289], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10010.jpg,Dog,200,"{'probabilities': [0.0056655146181583405, 0.9943344593048096], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0056655146181583405, 0.9943344593048096], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10041.jpg,Dog,200,"{'probabilities': [0.11848428845405579, 0.8815157413482666], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.11848428845405579, 0.8815157413482666], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10050.jpg,Dog,200,"{'probabilities': [0.08383042365312576, 0.9161695837974548], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.08383042365312576, 0.9161695837974548], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10058.jpg,Dog,200,"{'probabilities': [0.22208110988140106, 0.7779188752174377], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.22208110988140106, 0.7779188752174377], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10065.jpg,Dog,200,"{'probabilities': [0.001817987416870892, 0.9981820583343506], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.001817987416870892, 0.9981820583343506], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10069.jpg,Dog,200,"{'probabilities': [0.00020631168445106596, 0.9997937083244324], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.00020631168445106596, 0.9997937083244324], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10070.jpg,Dog,200,"{'probabilities': [0.003353424370288849, 0.9966465830802917], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.003353424370288849, 0.9966465830802917], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10071.jpg,Dog,200,"{'probabilities': [0.0014387546107172966, 0.9985612034797668], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0014387546107172966, 0.9985612034797668], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10084.jpg,Dog,200,"{'probabilities': [0.01798076741397381, 0.9820192456245422], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.01798076741397381, 0.9820192456245422], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10091.jpg,Dog,200,"{'probabilities': [0.12345471978187561, 0.876545250415802], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.12345471978187561, 0.876545250415802], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10108.jpg,Dog,200,"{'probabilities': [0.10566271096467972, 0.8943372368812561], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.10566271096467972, 0.8943372368812561], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10119.jpg,Dog,200,"{'probabilities': [0.04180603846907616, 0.9581940174102783], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.04180603846907616, 0.9581940174102783], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10130.jpg,Dog,200,"{'probabilities': [0.018941929563879967, 0.9810581207275391], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.018941929563879967, 0.9810581207275391], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10138.jpg,Dog,200,"{'probabilities': [0.35129716992378235, 0.64870285987854], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.35129716992378235, 0.64870285987854], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1014.jpg,Dog,200,"{'probabilities': [0.255618691444397, 0.744381308555603], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.255618691444397, 0.744381308555603], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10142.jpg,Dog,200,"{'probabilities': [0.004931431729346514, 0.9950685501098633], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.004931431729346514, 0.9950685501098633], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10146.jpg,Dog,200,"{'probabilities': [0.06085854023694992, 0.9391415119171143], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.06085854023694992, 0.9391415119171143], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1015.jpg,Dog,200,"{'probabilities': [0.0007191238109953701, 0.9992808699607849], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0007191238109953701, 0.9992808699607849], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10157.jpg,Dog,200,"{'probabilities': [0.08345700800418854, 0.9165429472923279], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.08345700800418854, 0.9165429472923279], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10159.jpg,Dog,200,"{'probabilities': [0.034806061536073685, 0.9651939868927002], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.034806061536073685, 0.9651939868927002], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10167.jpg,Dog,200,"{'probabilities': [0.0019437327282503247, 0.9980562925338745], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0019437327282503247, 0.9980562925338745], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10184.jpg,Dog,200,"{'probabilities': [6.560996098414762e-06, 0.9999934434890747], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [6.560996098414762e-06, 0.9999934434890747], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10190.jpg,Dog,200,"{'probabilities': [0.007666651625186205, 0.9923334121704102], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.007666651625186205, 0.9923334121704102], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10197.jpg,Dog,200,"{'probabilities': [0.07027926295995712, 0.9297207593917847], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.07027926295995712, 0.9297207593917847], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10205.jpg,Dog,200,"{'probabilities': [0.04925161972641945, 0.9507483839988708], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.04925161972641945, 0.9507483839988708], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10208.jpg,Dog,200,"{'probabilities': [0.09719406068325043, 0.9028059244155884], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.09719406068325043, 0.9028059244155884], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10225.jpg,Dog,200,"{'probabilities': [0.5524798035621643, 0.4475201666355133], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.5524798035621643, 0.4475201666355133], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10226.jpg,Dog,200,"{'probabilities': [0.015499879606068134, 0.9845001697540283], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.015499879606068134, 0.9845001697540283], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10235.jpg,Dog,200,"{'probabilities': [0.1672583371400833, 0.8327416181564331], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.1672583371400833, 0.8327416181564331], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10236.jpg,Dog,200,"{'probabilities': [0.10972297191619873, 0.890277087688446], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.10972297191619873, 0.890277087688446], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10239.jpg,Dog,200,"{'probabilities': [0.0034804525785148144, 0.9965195655822754], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0034804525785148144, 0.9965195655822754], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10240.jpg,Dog,200,"{'probabilities': [0.10698220878839493, 0.8930177688598633], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.10698220878839493, 0.8930177688598633], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10252.jpg,Dog,200,"{'probabilities': [0.06810254603624344, 0.9318974614143372], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.06810254603624344, 0.9318974614143372], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1026.jpg,Dog,200,"{'probabilities': [0.1326179951429367, 0.8673820495605469], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.1326179951429367, 0.8673820495605469], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10301.jpg,Dog,200,"{'probabilities': [0.006715224124491215, 0.9932848215103149], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.006715224124491215, 0.9932848215103149], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10303.jpg,Dog,200,"{'probabilities': [0.05559585243463516, 0.9444041848182678], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.05559585243463516, 0.9444041848182678], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1031.jpg,Dog,200,"{'probabilities': [0.18398146331310272, 0.8160185813903809], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.18398146331310272, 0.8160185813903809], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10315.jpg,Dog,200,"{'probabilities': [0.02000763639807701, 0.9799923300743103], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.02000763639807701, 0.9799923300743103], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1032.jpg,Dog,200,"{'probabilities': [0.20230157673358917, 0.797698438167572], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.20230157673358917, 0.797698438167572], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10334.jpg,Dog,200,"{'probabilities': [0.1019246056675911, 0.8980754017829895], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.1019246056675911, 0.8980754017829895], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10336.jpg,Dog,200,"{'probabilities': [0.34120506048202515, 0.6587949395179749], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.34120506048202515, 0.6587949395179749], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10338.jpg,Dog,200,"{'probabilities': [0.2851821482181549, 0.7148178219795227], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.2851821482181549, 0.7148178219795227], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10354.jpg,Dog,200,"{'probabilities': [0.004592070821672678, 0.9954078793525696], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.004592070821672678, 0.9954078793525696], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1036.jpg,Dog,200,"{'probabilities': [0.0025478519964963198, 0.9974520802497864], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0025478519964963198, 0.9974520802497864], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1037.jpg,Dog,200,"{'probabilities': [0.07474497705698013, 0.9252550005912781], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.07474497705698013, 0.9252550005912781], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10375.jpg,Dog,200,"{'probabilities': [0.0005149253993295133, 0.9994850158691406], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0005149253993295133, 0.9994850158691406], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10384.jpg,Dog,200,"{'probabilities': [0.6586633920669556, 0.34133654832839966], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.6586633920669556, 0.34133654832839966], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10386.jpg,Dog,200,"{'probabilities': [4.801703107659705e-05, 0.999951958656311], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [4.801703107659705e-05, 0.999951958656311], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10404.jpg,Dog,200,"{'probabilities': [0.0013192741898819804, 0.9986807703971863], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0013192741898819804, 0.9986807703971863], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10406.jpg,Dog,200,"{'probabilities': [0.10554753243923187, 0.8944524526596069], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.10554753243923187, 0.8944524526596069], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10409.jpg,Dog,200,"{'probabilities': [0.10520093142986298, 0.8947990536689758], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.10520093142986298, 0.8947990536689758], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10418.jpg,Dog,200,"{'probabilities': [0.03266819566488266, 0.9673318266868591], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.03266819566488266, 0.9673318266868591], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10428.jpg,Dog,200,"{'probabilities': [0.04301121085882187, 0.9569888114929199], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.04301121085882187, 0.9569888114929199], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10430.jpg,Dog,200,"{'probabilities': [0.19310688972473145, 0.8068931698799133], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.19310688972473145, 0.8068931698799133], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10431.jpg,Dog,200,"{'probabilities': [6.108098750701174e-05, 0.99993896484375], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [6.108098750701174e-05, 0.99993896484375], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10432.jpg,Dog,200,"{'probabilities': [0.45479223132133484, 0.5452077388763428], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.45479223132133484, 0.5452077388763428], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10438.jpg,Dog,200,"{'probabilities': [0.2568056583404541, 0.7431942820549011], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.2568056583404541, 0.7431942820549011], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10452.jpg,Dog,200,"{'probabilities': [0.007483166176825762, 0.992516815662384], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.007483166176825762, 0.992516815662384], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10459.jpg,Dog,200,"{'probabilities': [0.0007344119367189705, 0.9992656111717224], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0007344119367189705, 0.9992656111717224], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10460.jpg,Dog,200,"{'probabilities': [0.020654041320085526, 0.9793459177017212], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.020654041320085526, 0.9793459177017212], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10470.jpg,Dog,200,"{'probabilities': [0.8976501822471619, 0.10234986990690231], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.8976501822471619, 0.10234986990690231], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10478.jpg,Dog,200,"{'probabilities': [0.05105865001678467, 0.9489412903785706], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.05105865001678467, 0.9489412903785706], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10479.jpg,Dog,200,"{'probabilities': [0.009647670201957226, 0.9903523325920105], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.009647670201957226, 0.9903523325920105], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10487.jpg,Dog,200,"{'probabilities': [0.11552030593156815, 0.8844797015190125], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.11552030593156815, 0.8844797015190125], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10495.jpg,Dog,200,"{'probabilities': [0.09326449781656265, 0.9067354798316956], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.09326449781656265, 0.9067354798316956], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\105.jpg,Dog,200,"{'probabilities': [0.04943998530507088, 0.9505599737167358], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.04943998530507088, 0.9505599737167358], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10522.jpg,Dog,200,"{'probabilities': [0.8174962997436523, 0.18250373005867004], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.8174962997436523, 0.18250373005867004], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10534.jpg,Dog,200,"{'probabilities': [0.04496511444449425, 0.9550348520278931], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.04496511444449425, 0.9550348520278931], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10542.jpg,Dog,200,"{'probabilities': [0.015636021271348, 0.9843639731407166], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.015636021271348, 0.9843639731407166], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10549.jpg,Dog,200,"{'probabilities': [0.001527093816548586, 0.9984728693962097], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.001527093816548586, 0.9984728693962097], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10561.jpg,Dog,200,"{'probabilities': [0.13615502417087555, 0.8638449907302856], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.13615502417087555, 0.8638449907302856], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10573.jpg,Dog,200,"{'probabilities': [0.24875272810459137, 0.7512472867965698], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.24875272810459137, 0.7512472867965698], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1060.jpg,Dog,200,"{'probabilities': [0.009431672282516956, 0.9905683398246765], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.009431672282516956, 0.9905683398246765], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10602.jpg,Dog,200,"{'probabilities': [1.596673314452346e-06, 0.9999984502792358], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [1.596673314452346e-06, 0.9999984502792358], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10625.jpg,Dog,200,"{'probabilities': [0.12735813856124878, 0.872641921043396], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.12735813856124878, 0.872641921043396], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10631.jpg,Dog,200,"{'probabilities': [0.686523973941803, 0.313476026058197], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.686523973941803, 0.313476026058197], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1066.jpg,Dog,200,"{'probabilities': [0.002950803143903613, 0.9970492720603943], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.002950803143903613, 0.9970492720603943], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10663.jpg,Dog,200,"{'probabilities': [3.651424776762724e-05, 0.9999635219573975], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [3.651424776762724e-05, 0.9999635219573975], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10687.jpg,Dog,200,"{'probabilities': [0.06374453753232956, 0.9362554550170898], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.06374453753232956, 0.9362554550170898], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10691.jpg,Dog,200,"{'probabilities': [0.141855850815773, 0.8581441640853882], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.141855850815773, 0.8581441640853882], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10701.jpg,Dog,200,"{'probabilities': [0.0003940606547985226, 0.9996059536933899], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.0003940606547985226, 0.9996059536933899], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10704.jpg,Dog,200,"{'probabilities': [0.002199728973209858, 0.9978002905845642], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.002199728973209858, 0.9978002905845642], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10721.jpg,Dog,200,"{'probabilities': [0.004181751515716314, 0.9958183169364929], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.004181751515716314, 0.9958183169364929], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10729.jpg,Dog,200,"{'probabilities': [0.7020984888076782, 0.2979015111923218], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.7020984888076782, 0.2979015111923218], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10732.jpg,Dog,200,"{'probabilities': [0.8587735295295715, 0.14122645556926727], 'predicted_class': 0, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.8587735295295715, 0.14122645556926727], ""predicted_class"": 0, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10758.jpg,Dog,200,"{'probabilities': [0.22257548570632935, 0.7774245142936707], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.22257548570632935, 0.7774245142936707], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\1076.jpg,Dog,200,"{'probabilities': [0.029159341007471085, 0.9708406925201416], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.029159341007471085, 0.9708406925201416], ""predicted_class"": 1, ""predicted_label"": null}]}"
data\processed\PetImages_224_split\test\Dog\10771.jpg,Dog,200,"{'probabilities': [0.015010369010269642, 0.9849896430969238], 'predicted_class': 1, 'predicted_label': None}","{""predictions"": [{""probabilities"": [0.015010369010269642, 0.9849896430969238], ""predicted_class"": 1, ""predicted_label"": null}]}"
